Price,Location,Address,Erf Size,Link,Date Added
R 1 295 000,Agulhas,133 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 195 000,Agulhas,135 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 895 000,Agulhas,1090 Protea Heights,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 850 000,Agulhas,12 Juno Close,552 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 750 000,Agulhas,1151 Zoetendal Drive,901 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 750 000,Agulhas,1161 Racer Street,538 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 3 250 000,Agulhas,65 Main Road,694 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 850 000,Agulhas,101 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 145 000,Agulhas,33 Camphill Street,654 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 895 000,Agulhas,N/A,633 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 250 000,Agulhas,11 James Orchard Street,605 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 795 000,Agulhas,21 Bo Skool Street,562 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 725 000,Agulhas,13 Protea,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 995 000,Agulhas,55 Main Road,595 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 799 000,Agulhas,N/A,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 850 000,Agulhas,103 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 650 000,Agulhas,N/A,630 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 295 000,Agulhas,N/A,553 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 030 000,Agulhas,1128 Gentoo Street,600 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 950 000,Agulhas,N/A,300 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 1 295 000,Agulhas,N/A,553 m²,https://www.property24.com/vacant-land-for-sale/agulhas/western-cape/653,2025-01-15
R 580 000,Albertinia,N/A,892 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 481 500,Albertinia,N/A,427 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 481 500,Albertinia,N/A,478 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 6 800 000,Albertinia,N/A,15 429 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 445 000,Albertinia,Marsh Str 1b,1 454 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 410 000,Albertinia,Marsh Straat 1a,1 263 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 320 000,Albertinia,N/A,285 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 425 000,Albertinia,N/A,862 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 250 000,Albertinia,N/A,210 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 350 000,Albertinia,6 Marsh Street,595 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 410 000,Albertinia,N/A,1 263 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 330 000,Albertinia,N/A,285 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 425 000,Albertinia,"Aloe Park, 28 Station",225 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 425 000,Albertinia,"Aloe Park, 28 Station",225 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 535 000,Albertinia,N/A,1 110 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 840 000,Albertinia,N/A,1 620 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 320 000,Albertinia,N/A,753 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 530 000,Albertinia,N/A,820 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 320 000,Albertinia,N/A,753 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 280 000,Albertinia,N/A,194 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 840 000,Albertinia,N/A,1 620 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 650 000,Albertinia,N/A,817 m²,https://www.property24.com/vacant-land-for-sale/albertinia/western-cape/334,2025-01-15
R 1 265 000,Arniston,18 Sixth Avenue,660 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 995 000,Arniston,12 Fifth Avenue,491 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 995 000,Arniston,12 Fifth Avenue,491 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 995 000,Arniston,N/A,491 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 1 265 000,Arniston,18 6th Avenue,660 m²,https://www.property24.com/vacant-land-for-sale/arniston/western-cape/409,2025-01-15
R 350 000,Ashton,3 Swart Street,1 079 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 350 000,Ashton,7 Swart Street,1 372 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 729 000,Ashton,N/A,2 094 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 480 000,Ashton,12 Montagu Street,1 141 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 430 000,Ashton,44 Paul Kruger,1 034 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 585 000,Ashton,N/A,1 516 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 420 000,Ashton,N/A,1 190 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 450 000,Ashton,1 West Street,1 600 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 480 000,Ashton,12 Montagu Street,1 141 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 1 300 000,Ashton,N/A,3 141 m²,https://www.property24.com/vacant-land-for-sale/ashton/western-cape/338,2025-01-15
R 250 000,Beacon Hill,N/A,254 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 20 000 000,Atlantis Central,N/A,21.27 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 1 950 000,Klein Dassenberg,Kr 23 Klein Dassenberg Road,7 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 2 850 000,Klein Dassenberg,N/A,7 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 320 000,Mamre,29 Honey Street Mamre,350 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 500 000,Mamre,N/A,814 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 710 000,Atlantis Central,N/A,905 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 680 000,Atlantis Central,N/A,787 m²,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 2 850 000,Klein Dassenberg,N/A,7 ha,https://www.property24.com/vacant-land-for-sale/atlantis/western-cape/424,2025-01-15
R 750 000,Aurora,40 Hof Street,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 750 000,Aurora,187 Hoof Street,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 420 000,Aurora,N/A,871 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 750 000,Aurora,N/A,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 120 000,Aurora,N/A,642 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 890 000,Aurora,N/A,2 945 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 420 000,Aurora,N/A,871 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 635 000,Aurora,N/A,1 487 m²,https://www.property24.com/vacant-land-for-sale/aurora/western-cape/421,2025-01-15
R 970 000,Baardskeerdersbos,16 Olienhout,1 835 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 435 000,Baardskeerdersbos,30 Olienhout Street,9 100 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 970 000,Baardskeerdersbos,16 Olienhout,1 834 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 650 000,Baardskeerdersbos,2b Granaat Avenue Bbos,4 000 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 300 000,Baardskeerdersbos,32 Main Road,3 279 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 850 000,Baardskeerdersbos,7 Strandveld Street - 213/36,1 024 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 2 950 000,Baardskeerdersbos,91/213 Main Road,5.9 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 4 800 000,Baardskeerdersbos,39 Main Road,7.3 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 300 000,Baardskeerdersbos,N/A,3 280 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 9 600 000,Baardskeerdersbos,4 215 Main Road,211.7 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 650 000,Baardskeerdersbos,20 Main Road,874 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 4 800 000,Baardskeerdersbos,N/A,7.3 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 1 698 000,Baardskeerdersbos,21 Main Road,3 731 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 850 000,Baardskeerdersbos,7 Geelhout,1 024 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 3 000 000,Baardskeerdersbos,N/A,1 ha,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 850 000,Baardskeerdersbos,7 Geelhout,1 024 m²,https://www.property24.com/vacant-land-for-sale/baardskeerdersbos/western-cape/407,2025-01-15
R 504 000,Barrydale,23 High Level Street,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 299 999,Barrydale,13 High Level Street,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 480 000,Barrydale,N/A,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 490 000,Barrydale,19 De Kock Street,2 069 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 485 000,Barrydale,1 Eike Avenue,1 250 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 299 999,Barrydale,N/A,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 299 999,Barrydale,13 High Level Street,1 200 m²,https://www.property24.com/vacant-land-for-sale/barrydale/western-cape/342,2025-01-15
R 450 000,Beaufort West Industrial,20950 Fabriek Street,1 575 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 250 000,Middedorp,8 Herman Street,1 695 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 195 000,Hospital Hill,"26 ,27,28 Schubert Crescent",819 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 125 000,Middedorp,4913 Stroebel Street,914 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 700 000,Middedorp,N/A,6 310 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 37 500,Spoorwegkamp,N/A,314 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 250 000,Middedorp,8 Herman Street,1 695 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 640 000,Hospital Hill,N/A,3 161 m²,https://www.property24.com/vacant-land-for-sale/beaufort-west/western-cape/468,2025-01-15
R 4 995 000,Welgemoed,N/A,965 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 35 000 000,Oakglen,N/A,10 185 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 85 000 000,Tyger Waterfront,N/A,10 000 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 5 000 000,Oakglen,N/A,3 010 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 85 000 000,Tyger Waterfront,N/A,10 000 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 2 695 000,Bellville Central,321 Hugenoot Street,548 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
POA,De La Haye,3 Park Street,1 467 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 4 200 000,Belgravia,N/A,1 983 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 23 644 781,Sacks Circle Industrial,30 Sacks Circle,14 778 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 22 419 000,Bellville South Industria,N/A,14 787 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 22 540 000,Welgemoed,N/A,7 152 m²,https://www.property24.com/vacant-land-for-sale/bellville/western-cape/441,2025-01-15
R 855 000,Bettys Bay,3601 Orphium Close,800 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 985 000,Sunny Seas Estate,3137 Clarence Drive,1 271 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 985 000,Bettys Bay,351 Clarence Drive,1 271 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 750 000,Bettys Bay,39 Aulax Road,735 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 350 000,Bettys Bay,2337 Drivers Road,1 301 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 500 000,Bettys Bay,3313 Clarence,1 460 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 150 000,Bettys Bay,4188 Aulax Road,858 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 9 900 000,Bettys Bay,226/559 R44,5.5 ha,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 4 750 000,Bettys Bay,2847 Erica Rd,2 000 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 400 000,Bettys Bay,5383 Grunewald Road,1 678 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 360 000,Sunny Seas Estate,3182 Rock Way,1 419 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 595 000,Bettys Bay,5085 Ursina Circle,588 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 700 000,Bettys Bay,11 Lakeside Dr,720 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,3002 Clarence Drive,520 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,3000 Clarence Drive,518 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 985 000,Bettys Bay,3137 Clarence Drive,1 271 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,209 Clarence Drive,348 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 850 000,Bettys Bay,3628 Myrica Road,600 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 300 000,Bettys Bay,3001 Clarence Drive,533 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 985 000,Bettys Bay,3137 Clarence Drive,1 271 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 200 000,Bettys Bay,3328 Clarence Drive,1 338 m²,https://www.property24.com/vacant-land-for-sale/bettys-bay/western-cape/394,2025-01-15
R 1 900 000,Blackheath Industrial,"29 Utilis St, Blackheath, Cape Town, 7581",1 000 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 900 000,Rustdal,N/A,534 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 1 900 000,Blackheath Industrial,"29 Utilis St, Blackheath, Cape Town, 7581",1 000 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 2 150 000,Blackheath Industrial,N/A,1 000 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 1 975 000,Rustdal,Cherry Street,808 m²,https://www.property24.com/vacant-land-for-sale/blackheath/western-cape/456,2025-01-15
R 1 380 000,Sandown,N/A,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 380 000,Sandown,14 Beechwood Crescent,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 380 000,Sandown,14 Beechwood Crescent,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 750 000,Sandown,N/A,229 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 6 600 000,Bloubergstrand,16 Biccard Street,583 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 380 000,Sandown,N/A,322 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 499 000,Sandown,N/A,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 6 900 000,Sunridge,N/A,659 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 12 500 000,Big Bay,16 Beach Estate Boulevard,1 358 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 3 150 000,Big Bay,N/A,315 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 13 054 800,Sandown,N/A,6 072 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 290 000,Sandown,12 Searsia Street,379 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 300 000,Sandown,N/A,335 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 6 500 000,Sandown,69 Dorothea Drive,544 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 21 623 700,Sandown,1727 Theodul Crescent,10 297 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 399 000,Sandown,N/A,362 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 350 000,Sandown,N/A,320 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 095 000,Sandown,1769 Theodul Crescent,346 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 290 000,Sandown,N/A,335 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 380 000,Sandown,N/A,325 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 1 600 000,Sandown,14 Gladstone Street,361 m²,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
FromR 1 045 000ToR 1 390 000,N/A,N/A,N/A,https://www.property24.com/vacant-land-for-sale/blouberg/western-cape/658,2025-01-15
R 795 000,Tuscany Glen,N/A,406 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 800 000,The Conifers,N/A,317 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 895 000,Silversands,3 Microloma Road,703 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 620 000,Malibu Village,N/A,350 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 519 000,Malibu Village,N/A,330 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 650 000,Malibu Village,N/A,350 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 1 000 000,The Conifers,64 Blue Rise Drive,819 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 1 000 000,Sunset Glen,1 Blue Rise Drive,819 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 1 850 000,The Conifers,13 Sussex,2 326 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 10 000 000,High Gate,27 Hindle Road,8.21 ha,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 519 000,Malibu Village,N/A,330 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 1 050 000,The Conifers,N/A,1 012 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 1 395 000,Hillcrest Heights,N/A,1 581 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 12 000 000,High Gate,N/A,17 261 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 550 000,Malibu Village,N/A,350 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 1 000 000,Sunset Glen,2 Blue Drive,2 046 m²,https://www.property24.com/vacant-land-for-sale/blue-downs/western-cape/457,2025-01-15
R 7 875 000,Bonnievale,N/A,278.32 ha,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 295 000,Happy Valley,4 Almera Street,1 808 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 450 000,Bonnievale,"40, 40 Buitesingel",1 200 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 480 000,Bonnievale,37a Kruinsingel,1 000 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 450 000,Bonnievale,87 Louisiana Street,2 841 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 890 000,Bonnievale,N/A,738 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 620 000,Bonnievale,N/A,2 016 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 620 000,Bonnievale,47 Buite Crescent,2 016 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 495 000,Bonnievale,33 Buiten Crescent,1 981 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 495 000,Bonnievale,N/A,1 981 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 170 000,Happy Valley,71 Louisiana Street,1 673 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 170 000,Happy Valley,72 Louisiana Street,1 329 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 495 000,Bonnievale,33 Buiten Crescent,1 981 m²,https://www.property24.com/vacant-land-for-sale/bonnievale/western-cape/340,2025-01-15
R 125 000,Bot River,N/A,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 135 000,Bot River,N/A,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 550 000,Bot River,N/A,1 022 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 450 000,Bot River,N/A,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 1 450 000,Bot River,19 First Avenue,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 1 450 000,Bot River,19 First Avenue,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 265 000,Bot River,N/A,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 375 000,Bot River,10 8th Avenue,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 450 000,Bot River,64 3rd Avenue,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 750 000,Bot River,8 8th Avenue,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 4 750 000,Bot River,2 Main Street,14 000 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 405 000,Bot River,5 Plantasie Road,572 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 450 000,Bot River,63 2nd Avenue,500 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 525 000,Bot River,N/A,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
R 263 874,Bot River,1077 Victoria Street,595 m²,https://www.property24.com/vacant-land-for-sale/bot-river/western-cape/693,2025-01-15
